repeat,split_seed,region,percentile_low,percentile_high,MUC5B_carrier,N,cases,controls,smoothed_case_probability
62,1380840030,P65_P75,65.0,75.0,1,112,3,109,0.030973451327433628
62,1380840030,P85_P95,85.0,95.0,0,398,7,391,0.018796992481203006
62,1380840030,P85_P95,85.0,95.0,1,112,12,100,0.11061946902654868
63,1460445538,P00_P50,0.0,50.0,0,2066,10,2056,0.0050798258345428155
63,1460445538,P00_P50,0.0,50.0,1,486,4,482,0.009240246406570842
63,1460445538,P65_P75,65.0,75.0,0,405,3,402,0.008620689655172414
63,1460445538,P65_P75,65.0,75.0,1,106,4,102,0.04205607476635514
63,1460445538,P85_P95,85.0,95.0,0,417,13,404,0.03229665071770335
63,1460445538,P85_P95,85.0,95.0,1,93,7,86,0.0797872340425532
64,1328888731,P00_P50,0.0,50.0,0,2086,5,2081,0.002635361763296598
64,1328888731,P00_P50,0.0,50.0,1,466,1,465,0.0032119914346895075
64,1328888731,P65_P75,65.0,75.0,0,391,3,388,0.008928571428571428
64,1328888731,P65_P75,65.0,75.0,1,120,6,114,0.05371900826446281
64,1328888731,P85_P95,85.0,95.0,0,404,9,395,0.02345679012345679
64,1328888731,P85_P95,85.0,95.0,1,106,6,100,0.06074766355140187
65,1919252817,P00_P50,0.0,50.0,0,2058,7,2051,0.003642544924720738
65,1919252817,P00_P50,0.0,50.0,1,494,5,489,0.011111111111111112
65,1919252817,P65_P75,65.0,75.0,0,414,2,412,0.006024096385542169
65,1919252817,P65_P75,65.0,75.0,1,97,4,93,0.04591836734693878
65,1919252817,P85_P95,85.0,95.0,0,416,11,405,0.027577937649880094
65,1919252817,P85_P95,85.0,95.0,1,94,10,84,0.11052631578947368
66,1666079308,P00_P50,0.0,50.0,0,2056,10,2046,0.005104521147301896
66,1666079308,P00_P50,0.0,50.0,1,496,4,492,0.009054325955734407
66,1666079308,P65_P75,65.0,75.0,0,414,6,408,0.01566265060240964
66,1666079308,P65_P75,65.0,75.0,1,97,3,94,0.03571428571428571
66,1666079308,P85_P95,85.0,95.0,0,408,9,399,0.023227383863080684
66,1666079308,P85_P95,85.0,95.0,1,102,6,96,0.06310679611650485
67,472829349,P00_P50,0.0,50.0,0,2031,6,2025,0.0031988188976377952
67,472829349,P00_P50,0.0,50.0,1,521,7,514,0.014367816091954023
67,472829349,P65_P75,65.0,75.0,0,410,2,408,0.006082725060827251
67,472829349,P65_P75,65.0,75.0,1,101,3,98,0.03431372549019608
67,472829349,P85_P95,85.0,95.0,0,417,13,404,0.03229665071770335
67,472829349,P85_P95,85.0,95.0,1,93,8,85,0.09042553191489362
68,177440909,P00_P50,0.0,50.0,0,2087,6,2081,0.0031130268199233715
68,177440909,P00_P50,0.0,50.0,1,465,7,458,0.016094420600858368
68,177440909,P65_P75,65.0,75.0,0,399,2,397,0.00625
68,177440909,P65_P75,65.0,75.0,1,112,4,108,0.03982300884955752
68,177440909,P85_P95,85.0,95.0,0,411,12,399,0.03033980582524272
68,177440909,P85_P95,85.0,95.0,1,99,9,90,0.095
69,166266696,P00_P50,0.0,50.0,0,2043,4,2039,0.002201565557729941
69,166266696,P00_P50,0.0,50.0,1,509,5,504,0.010784313725490196
69,166266696,P65_P75,65.0,75.0,0,415,3,412,0.008413461538461538
69,166266696,P65_P75,65.0,75.0,1,96,7,89,0.07731958762886598
69,166266696,P85_P95,85.0,95.0,0,404,9,395,0.02345679012345679
69,166266696,P85_P95,85.0,95.0,1,106,12,94,0.11682242990654206
70,1467928894,P00_P50,0.0,50.0,0,2050,7,2043,0.0036567528035104826
70,1467928894,P00_P50,0.0,50.0,1,502,6,496,0.012922465208747515
70,1467928894,P65_P75,65.0,75.0,0,411,5,406,0.013349514563106795
70,1467928894,P65_P75,65.0,75.0,1,100,5,95,0.054455445544554455
70,1467928894,P85_P95,85.0,95.0,0,413,9,404,0.022946859903381644
70,1467928894,P85_P95,85.0,95.0,1,97,11,86,0.11734693877551021
71,1870270908,P00_P50,0.0,50.0,0,2083,6,2077,0.0031190019193857964
71,1870270908,P00_P50,0.0,50.0,1,469,5,464,0.011702127659574468
71,1870270908,P65_P75,65.0,75.0,0,412,3,409,0.00847457627118644
71,1870270908,P65_P75,65.0,75.0,1,99,5,94,0.055
71,1870270908,P85_P95,85.0,95.0,0,410,14,396,0.03527980535279805
71,1870270908,P85_P95,85.0,95.0,1,100,11,89,0.11386138613861387
72,972186595,P00_P50,0.0,50.0,0,2055,10,2045,0.005107003891050584
72,972186595,P00_P50,0.0,50.0,1,497,6,491,0.013052208835341365
72,972186595,P65_P75,65.0,75.0,0,421,6,415,0.015402843601895734
72,972186595,P65_P75,65.0,75.0,1,90,4,86,0.04945054945054945
72,972186595,P85_P95,85.0,95.0,0,402,6,396,0.016129032258064516
72,972186595,P85_P95,85.0,95.0,1,108,10,98,0.0963302752293578
73,2101219972,P00_P50,0.0,50.0,0,2049,8,2041,0.004146341463414634
73,2101219972,P00_P50,0.0,50.0,1,503,9,494,0.018849206349206348
73,2101219972,P65_P75,65.0,75.0,0,403,5,398,0.013613861386138614
73,2101219972,P65_P75,65.0,75.0,1,108,3,105,0.03211009174311927
73,2101219972,P85_P95,85.0,95.0,0,413,11,402,0.027777777777777776
73,2101219972,P85_P95,85.0,95.0,1,97,8,89,0.08673469387755102
74,2107237442,P00_P50,0.0,50.0,0,2078,5,2073,0.0026455026455026454
74,2107237442,P00_P50,0.0,50.0,1,474,5,469,0.011578947368421053
74,2107237442,P65_P75,65.0,75.0,0,408,5,403,0.013447432762836185
74,2107237442,P65_P75,65.0,75.0,1,103,7,96,0.07211538461538461
74,2107237442,P85_P95,85.0,95.0,0,424,13,411,0.03176470588235294
74,2107237442,P85_P95,85.0,95.0,1,86,2,84,0.028735632183908046
75,368363324,P00_P50,0.0,50.0,0,2051,10,2041,0.005116959064327485
75,368363324,P00_P50,0.0,50.0,1,501,9,492,0.018924302788844622
75,368363324,P65_P75,65.0,75.0,0,406,4,402,0.011056511056511056
75,368363324,P65_P75,65.0,75.0,1,105,3,102,0.0330188679245283
75,368363324,P85_P95,85.0,95.0,0,411,9,402,0.023058252427184466
75,368363324,P85_P95,85.0,95.0,1,99,4,95,0.045
76,1113100665,P00_P50,0.0,50.0,0,2075,8,2067,0.004094412331406551
76,1113100665,P00_P50,0.0,50.0,1,477,6,471,0.013598326359832637
76,1113100665,P65_P75,65.0,75.0,0,417,2,415,0.005980861244019139
76,1113100665,P65_P75,65.0,75.0,1,94,3,91,0.03684210526315789
76,1113100665,P85_P95,85.0,95.0,0,415,13,402,0.03245192307692308
76,1113100665,P85_P95,85.0,95.0,1,95,8,87,0.08854166666666667
77,204817647,P00_P50,0.0,50.0,0,2057,10,2047,0.00510204081632653
77,204817647,P00_P50,0.0,50.0,1,495,8,487,0.017137096774193547
77,204817647,P65_P75,65.0,75.0,0,399,6,393,0.01625
77,204817647,P65_P75,65.0,75.0,1,112,3,109,0.030973451327433628
77,204817647,P85_P95,85.0,95.0,0,413,6,407,0.01570048309178744
77,204817647,P85_P95,85.0,95.0,1,97,9,88,0.09693877551020408
78,1626938806,P00_P50,0.0,50.0,0,2079,9,2070,0.0045673076923076926
78,1626938806,P00_P50,0.0,50.0,1,473,1,472,0.0031645569620253164
78,1626938806,P65_P75,65.0,75.0,0,405,4,401,0.011083743842364532
78,1626938806,P65_P75,65.0,75.0,1,106,3,103,0.03271028037383177
78,1626938806,P85_P95,85.0,95.0,0,404,9,395,0.02345679012345679
78,1626938806,P85_P95,85.0,95.0,1,106,7,99,0.07009345794392523
79,1808282114,P00_P50,0.0,50.0,0,2055,11,2044,0.005593385214007782
79,1808282114,P00_P50,0.0,50.0,1,497,7,490,0.015060240963855422
79,1808282114,P65_P75,65.0,75.0,0,420,4,416,0.010688836104513063
79,1808282114,P65_P75,65.0,75.0,1,91,3,88,0.03804347826086957
79,1808282114,P85_P95,85.0,95.0,0,396,11,385,0.028967254408060455
79,1808282114,P85_P95,85.0,95.0,1,114,12,102,0.10869565217391304
80,1607420687,P00_P50,0.0,50.0,0,2056,9,2047,0.004618376276130287
80,1607420687,P00_P50,0.0,50.0,1,496,4,492,0.009054325955734407
80,1607420687,P65_P75,65.0,75.0,0,399,6,393,0.01625
80,1607420687,P65_P75,65.0,75.0,1,112,6,106,0.05752212389380531
80,1607420687,P85_P95,85.0,95.0,0,405,6,399,0.01600985221674877
80,1607420687,P85_P95,85.0,95.0,1,105,9,96,0.08962264150943396
81,2002049718,P00_P50,0.0,50.0,0,2029,4,2025,0.0022167487684729066
81,2002049718,P00_P50,0.0,50.0,1,523,6,517,0.012404580152671756
81,2002049718,P65_P75,65.0,75.0,0,396,4,392,0.011335012594458438
81,2002049718,P65_P75,65.0,75.0,1,115,4,111,0.03879310344827586
81,2002049718,P85_P95,85.0,95.0,0,408,10,398,0.02567237163814181
81,2002049718,P85_P95,85.0,95.0,1,102,9,93,0.09223300970873786
82,1481362843,P00_P50,0.0,50.0,0,2070,7,2063,0.0036214389183969096
82,1481362843,P00_P50,0.0,50.0,1,482,6,476,0.013457556935817806
82,1481362843,P65_P75,65.0,75.0,0,406,4,402,0.011056511056511056
82,1481362843,P65_P75,65.0,75.0,1,105,6,99,0.06132075471698113
82,1481362843,P85_P95,85.0,95.0,0,405,11,394,0.02832512315270936
82,1481362843,P85_P95,85.0,95.0,1,105,11,94,0.10849056603773585
83,1339901230,P00_P50,0.0,50.0,0,2041,11,2030,0.005631733594515181
83,1339901230,P00_P50,0.0,50.0,1,511,7,504,0.0146484375
83,1339901230,P65_P75,65.0,75.0,0,413,3,410,0.008454106280193236
83,1339901230,P65_P75,65.0,75.0,1,98,4,94,0.045454545454545456
83,1339901230,P85_P95,85.0,95.0,0,398,3,395,0.008771929824561403
83,1339901230,P85_P95,85.0,95.0,1,112,8,104,0.0752212389380531
84,1994546457,P00_P50,0.0,50.0,0,2043,11,2032,0.005626223091976516
84,1994546457,P00_P50,0.0,50.0,1,509,7,502,0.014705882352941176
84,1994546457,P65_P75,65.0,75.0,0,417,5,412,0.013157894736842105
84,1994546457,P65_P75,65.0,75.0,1,94,4,90,0.04736842105263158
84,1994546457,P85_P95,85.0,95.0,0,416,14,402,0.03477218225419664
84,1994546457,P85_P95,85.0,95.0,1,94,8,86,0.08947368421052632
85,1430234044,P00_P50,0.0,50.0,0,2063,6,2057,0.0031492248062015503
85,1430234044,P00_P50,0.0,50.0,1,489,6,483,0.013265306122448979
85,1430234044,P65_P75,65.0,75.0,0,410,5,405,0.01338199513381995
85,1430234044,P65_P75,65.0,75.0,1,101,5,96,0.05392156862745098
85,1430234044,P85_P95,85.0,95.0,0,409,10,399,0.025609756097560974
85,1430234044,P85_P95,85.0,95.0,1,101,11,90,0.11274509803921569
86,1856753958,P00_P50,0.0,50.0,0,2058,9,2049,0.004613890237979602
86,1856753958,P00_P50,0.0,50.0,1,494,7,487,0.015151515151515152
86,1856753958,P65_P75,65.0,75.0,0,408,4,404,0.011002444987775062
86,1856753958,P65_P75,65.0,75.0,1,103,6,97,0.0625
86,1856753958,P85_P95,85.0,95.0,0,416,14,402,0.03477218225419664
86,1856753958,P85_P95,85.0,95.0,1,94,6,88,0.06842105263157895
87,626622413,P00_P50,0.0,50.0,0,2079,4,2075,0.0021634615384615386
87,626622413,P00_P50,0.0,50.0,1,473,4,469,0.00949367088607595
87,626622413,P65_P75,65.0,75.0,0,407,4,403,0.011029411764705883
87,626622413,P65_P75,65.0,75.0,1,104,6,98,0.06190476190476191
87,626622413,P85_P95,85.0,95.0,0,401,9,392,0.0236318407960199
87,626622413,P85_P95,85.0,95.0,1,109,8,101,0.07727272727272727
88,456110078,P00_P50,0.0,50.0,0,2074,10,2064,0.005060240963855421
88,456110078,P00_P50,0.0,50.0,1,478,5,473,0.011482254697286013
88,456110078,P65_P75,65.0,75.0,0,402,5,397,0.013647642679900745
88,456110078,P65_P75,65.0,75.0,1,109,4,105,0.04090909090909091
88,456110078,P85_P95,85.0,95.0,0,413,10,403,0.025362318840579712
88,456110078,P85_P95,85.0,95.0,1,97,8,89,0.08673469387755102
89,1349762382,P00_P50,0.0,50.0,0,2040,7,2033,0.0036746692797648213
89,1349762382,P00_P50,0.0,50.0,1,512,6,506,0.012670565302144249
89,1349762382,P65_P75,65.0,75.0,0,415,2,413,0.006009615384615385
89,1349762382,P65_P75,65.0,75.0,1,96,3,93,0.03608247422680412
89,1349762382,P85_P95,85.0,95.0,0,418,12,406,0.029832935560859187
89,1349762382,P85_P95,85.0,95.0,1,92,12,80,0.13440860215053763
90,829101570,P00_P50,0.0,50.0,0,2064,9,2055,0.004600484261501211
90,829101570,P00_P50,0.0,50.0,1,488,4,484,0.009202453987730062
90,829101570,P65_P75,65.0,75.0,0,400,6,394,0.016209476309226933
90,829101570,P65_P75,65.0,75.0,1,111,3,108,0.03125
90,829101570,P85_P95,85.0,95.0,0,410,6,404,0.015815085158150853
90,829101570,P85_P95,85.0,95.0,1,100,8,92,0.08415841584158416
91,1125461323,P00_P50,0.0,50.0,0,2052,7,2045,0.003653190452995616
91,1125461323,P00_P50,0.0,50.0,1,500,8,492,0.016966067864271458
91,1125461323,P65_P75,65.0,75.0,0,420,4,416,0.010688836104513063
91,1125461323,P65_P75,65.0,75.0,1,91,3,88,0.03804347826086957
91,1125461323,P85_P95,85.0,95.0,0,403,9,394,0.023514851485148515
91,1125461323,P85_P95,85.0,95.0,1,107,6,101,0.06018518518518518
92,628619437,P00_P50,0.0,50.0,0,2025,3,2022,0.0017275419545903258
92,628619437,P00_P50,0.0,50.0,1,527,6,521,0.01231060606060606
92,628619437,P65_P75,65.0,75.0,0,414,4,410,0.010843373493975903
92,628619437,P65_P75,65.0,75.0,1,97,5,92,0.05612244897959184
92,628619437,P85_P95,85.0,95.0,0,418,12,406,0.029832935560859187
92,628619437,P85_P95,85.0,95.0,1,92,10,82,0.11290322580645161
93,1738270339,P00_P50,0.0,50.0,0,2063,10,2053,0.005087209302325582
93,1738270339,P00_P50,0.0,50.0,1,489,6,483,0.013265306122448979
93,1738270339,P65_P75,65.0,75.0,0,413,4,409,0.010869565217391304
93,1738270339,P65_P75,65.0,75.0,1,98,3,95,0.03535353535353535
93,1738270339,P85_P95,85.0,95.0,0,414,5,409,0.01325301204819277
93,1738270339,P85_P95,85.0,95.0,1,96,10,86,0.10824742268041238
94,913932989,P00_P50,0.0,50.0,0,2026,7,2019,0.00370004933399112
94,913932989,P00_P50,0.0,50.0,1,526,5,521,0.010436432637571158
94,913932989,P65_P75,65.0,75.0,0,403,4,399,0.011138613861386138
94,913932989,P65_P75,65.0,75.0,1,108,4,104,0.04128440366972477
94,913932989,P85_P95,85.0,95.0,0,413,9,404,0.022946859903381644
94,913932989,P85_P95,85.0,95.0,1,97,8,89,0.08673469387755102
95,1793031327,P00_P50,0.0,50.0,0,2061,11,2050,0.005577109602327837
95,1793031327,P00_P50,0.0,50.0,1,491,7,484,0.01524390243902439
95,1793031327,P65_P75,65.0,75.0,0,402,6,396,0.016129032258064516
95,1793031327,P65_P75,65.0,75.0,1,109,3,106,0.031818181818181815
95,1793031327,P85_P95,85.0,95.0,0,411,8,403,0.02063106796116505
95,1793031327,P85_P95,85.0,95.0,1,99,5,94,0.055
96,842850846,P00_P50,0.0,50.0,0,2037,10,2027,0.005152109911678116
96,842850846,P00_P50,0.0,50.0,1,515,6,509,0.012596899224806201
96,842850846,P65_P75,65.0,75.0,0,398,5,393,0.013784461152882205
96,842850846,P65_P75,65.0,75.0,1,113,6,107,0.05701754385964912
96,842850846,P85_P95,85.0,95.0,0,395,9,386,0.023989898989898988
96,842850846,P85_P95,85.0,95.0,1,115,11,104,0.09913793103448276
97,1889472318,P00_P50,0.0,50.0,0,2051,9,2042,0.004629629629629629
97,1889472318,P00_P50,0.0,50.0,1,501,6,495,0.012948207171314742
97,1889472318,P65_P75,65.0,75.0,0,417,4,413,0.01076555023923445
97,1889472318,P65_P75,65.0,75.0,1,94,5,89,0.05789473684210526
97,1889472318,P85_P95,85.0,95.0,0,402,8,394,0.02109181141439206
97,1889472318,P85_P95,85.0,95.0,1,108,5,103,0.05045871559633028
98,1714281730,P00_P50,0.0,50.0,0,2070,9,2061,0.0045871559633027525
98,1714281730,P00_P50,0.0,50.0,1,482,5,477,0.011387163561076604
98,1714281730,P65_P75,65.0,75.0,0,409,3,406,0.00853658536585366
98,1714281730,P65_P75,65.0,75.0,1,102,6,96,0.06310679611650485
98,1714281730,P85_P95,85.0,95.0,0,413,11,402,0.027777777777777776
98,1714281730,P85_P95,85.0,95.0,1,97,10,87,0.10714285714285714
99,847967612,P00_P50,0.0,50.0,0,2046,7,2039,0.0036638983878847092
99,847967612,P00_P50,0.0,50.0,1,506,6,500,0.01282051282051282
99,847967612,P65_P75,65.0,75.0,0,400,3,397,0.008728179551122194
99,847967612,P65_P75,65.0,75.0,1,111,5,106,0.049107142857142856
99,847967612,P85_P95,85.0,95.0,0,407,6,401,0.015931372549019607
99,847967612,P85_P95,85.0,95.0,1,103,8,95,0.08173076923076923
100,728082582,P00_P50,0.0,50.0,0,2066,11,2055,0.005563618771165941
100,728082582,P00_P50,0.0,50.0,1,486,2,484,0.00513347022587269
100,728082582,P65_P75,65.0,75.0,0,419,5,414,0.013095238095238096
100,728082582,P65_P75,65.0,75.0,1,92,6,86,0.06989247311827956
100,728082582,P85_P95,85.0,95.0,0,404,9,395,0.02345679012345679
100,728082582,P85_P95,85.0,95.0,1,106,13,93,0.1261682242990654
