target_name,model,requested_fpr,metric,n_repeats,mean,sd,median,q025,q975
FILD or FILA ADJUDICATED,combined,0.01,LR-_lower,7,0.6763302960787376,0.10675004637304332,0.6646437119511207,0.5637555439372978,0.8225558413491274
FILD or FILA ADJUDICATED,combined,0.01,threshold_lower,10,0.5350928931596262,0.1708916759323303,0.5822056251611974,0.26883980602792845,0.7325122736580659
FILD or FILA ADJUDICATED,combined,0.01,expected_fp_lower,10,75.66999999999999,1.4979556132593925e-14,75.67,75.67,75.67
FILD or FILA ADJUDICATED,combined,0.01,expected_tn_lower,10,7491.33,0.0,7491.33,7491.33,7491.33
FILD or FILA ADJUDICATED,combined,0.01,expected_flags_lower,10,116.53800000000001,15.411825041542322,117.505,96.12,134.96425
FILD or FILA ADJUDICATED,combined,0.01,sensitivity,10,0.2507239263803681,0.0945510738744928,0.2566564417177914,0.1254601226993865,0.3637684049079755
FILD or FILA ADJUDICATED,combined,0.01,specificity,10,0.99,0.0,0.99,0.99,0.99
FILD or FILA ADJUDICATED,combined,0.02,tpr,10,0.3288466257668712,0.0802093365203298,0.34355828220858897,0.20322085889570551,0.40652453987730064
FILD or FILA ADJUDICATED,combined,0.02,ppv,10,0.25872050403473557,0.04924121734477376,0.27007220691343736,0.17938672864187657,0.3047369995349427
FILD or FILA ADJUDICATED,combined,0.02,acc,10,0.966269340232859,0.0016913482345166503,0.9665795601552394,0.9636203104786546,0.9679073091849935
FILD or FILA ADJUDICATED,combined,0.02,npv,10,0.9854648495519374,0.0017105002144623667,0.9857763252116429,0.9827879093388735,0.9871230901716449
FILD or FILA ADJUDICATED,combined,0.02,LR+,6,17.502140459755612,3.3942541390747674,18.098336453564333,12.039995013600002,20.33645812907492
FILD or FILA ADJUDICATED,combined,0.02,LR-,6,0.6632235427699057,0.0692714015636885,0.6510579718567668,0.605374195040232,0.7746963847814894
FILD or FILA ADJUDICATED,combined,0.02,threshold,10,0.44278035722963216,0.1920147715917798,0.46930800770726533,0.13419339177123907,0.6779450166861097
FILD or FILA ADJUDICATED,combined,0.02,expected_fp,10,151.33999999999997,2.995911226518785e-14,151.34,151.34,151.34
FILD or FILA ADJUDICATED,combined,0.02,expected_tn,10,7415.660000000001,9.586915924860112e-13,7415.66,7415.66,7415.66
FILD or FILA ADJUDICATED,combined,0.02,expected_flags,10,204.942,13.074121852813759,207.33999999999997,184.465,217.6035
FILD or FILA ADJUDICATED,combined,0.02,fpr,10,0.019999999999999997,3.657118196434064e-18,0.02,0.02,0.02
FILD or FILA ADJUDICATED,combined,0.02,tpr_upper,10,0.4030925013949288,0.08347398215161546,0.41930379574161736,0.2714496485121724,0.4832383770334549
FILD or FILA ADJUDICATED,combined,0.02,ppv_upper,10,0.32241393295849663,0.0500094132081343,0.33428119208561424,0.2410694196126249,0.36880577903007844
FILD or FILA ADJUDICATED,combined,0.02,acc_upper,10,0.970692793599647,0.001760188756884006,0.9710346358995838,0.9679168835065179,0.9723828036551556
FILD or FILA ADJUDICATED,combined,0.02,npv_upper,10,0.9870904465577937,0.0017805681044557244,0.9874338478247155,0.9842846600499395,0.9888018765699367
FILD or FILA ADJUDICATED,combined,0.02,LR+_upper,6,24.897349249115432,4.117552813455953,25.645262016537423,18.245121788638507,28.30376475551396
FILD or FILA ADJUDICATED,combined,0.02,LR-_upper,6,0.7354859096654329,0.06381542931360762,0.7247111732914038,0.6816415209921907,0.8377105225414723
FILD or FILA ADJUDICATED,combined,0.02,threshold_upper,10,0.44278035722963216,0.1920147715917798,0.46930800770726533,0.13419339177123907,0.6779450166861097
FILD or FILA ADJUDICATED,combined,0.02,expected_fp_upper,10,151.33999999999997,2.995911226518785e-14,151.34,151.34,151.34
FILD or FILA ADJUDICATED,combined,0.02,expected_tn_upper,10,7415.660000000001,9.586915924860112e-13,7415.66,7415.66,7415.66
FILD or FILA ADJUDICATED,combined,0.02,expected_flags_upper,10,204.942,13.074121852813759,207.33999999999997,184.465,217.6035
FILD or FILA ADJUDICATED,combined,0.02,fpr_lower,10,0.019999999999999997,3.657118196434064e-18,0.02,0.02,0.02
FILD or FILA ADJUDICATED,combined,0.02,tpr_lower,10,0.26248222808544314,0.0732589027626506,0.2750167864416748,0.14865851474730848,0.33411517396402474
FILD or FILA ADJUDICATED,combined,0.02,ppv_lower,10,0.2040940718277205,0.04585256321830438,0.21422892901056767,0.13083701564638364,0.2474353273326034
FILD or FILA ADJUDICATED,combined,0.02,acc_lower,10,0.9615352467152485,0.001544786694736358,0.9617995588772233,0.959135083031663,0.9630457473851333
FILD or FILA ADJUDICATED,combined,0.02,npv_lower,10,0.9839950726577016,0.0015632350531671183,0.9842606174890747,0.9815679834151616,0.98552506380935
FILD or FILA ADJUDICATED,combined,0.02,LR+_lower,6,12.03639940143214,2.662543086325185,12.486016710589528,7.771290464362325,14.282729115384928
FILD or FILA ADJUDICATED,combined,0.02,LR-_lower,6,0.5847294244056255,0.07155324391409054,0.5717344921691615,0.5255282297967898,0.7003282276734295
FILD or FILA ADJUDICATED,combined,0.02,threshold_lower,10,0.44278035722963216,0.1920147715917798,0.46930800770726533,0.13419339177123907,0.6779450166861097
FILD or FILA ADJUDICATED,combined,0.02,expected_fp_lower,10,151.33999999999997,2.995911226518785e-14,151.34,151.34,151.34
FILD or FILA ADJUDICATED,combined,0.02,expected_tn_lower,10,7415.660000000001,9.586915924860112e-13,7415.66,7415.66,7415.66
FILD or FILA ADJUDICATED,combined,0.02,expected_flags_lower,10,204.942,13.074121852813759,207.33999999999997,184.465,217.6035
FILD or FILA ADJUDICATED,combined,0.02,sensitivity,10,0.3288466257668712,0.0802093365203298,0.34355828220858897,0.20322085889570551,0.40652453987730064
FILD or FILA ADJUDICATED,combined,0.02,specificity,10,0.9800000000000001,1.1702778228589004e-16,0.98,0.98,0.98
FILD or FILA ADJUDICATED,combined,0.05,tpr,10,0.44070552147239256,0.06307559546963742,0.4601226993865031,0.31213957055214725,0.49417177914110433
